constructor_name,constructor_winner,race_winner,race_name,race_position,circuit_name,year
Mercedes,1,Bottas,Azerbaijan Grand Prix,2,Baku City Circuit,2019
Mercedes,1,Bottas,Tuscan Grand Prix,2,Autodromo Internazionale del Mugello,2020
Mercedes,1,Bottas,Portuguese Grand Prix,2,Autódromo Internacional do Algarve,2020
Mercedes,1,Bottas,Portuguese Grand Prix,1,Autódromo Internacional do Algarve,2021
Mercedes,1,Bottas,Saudi Arabian Grand Prix,2,Jeddah Corniche Circuit,2021
Mercedes,1,Magnussen,German Grand Prix,2,Hockenheimring,2014
Mercedes,1,Magnussen,Singapore Grand Prix,2,Marina Bay Street Circuit,2014
Mercedes,1,Magnussen,Singapore Grand Prix,1,Marina Bay Street Circuit,2018
Mercedes,1,Magnussen,Singapore Grand Prix,1,Marina Bay Street Circuit,2019
Mercedes,1,Magnussen,Japanese Grand Prix,3,Suzuka Circuit,2019
Mercedes,1,Magnussen,United States Grand Prix,3,Circuit of the Americas,2017
Mercedes,1,Kvyat,Spanish Grand Prix,1,Circuit de Barcelona-Catalunya,2016
Mercedes,1,Kvyat,Belgian Grand Prix,3,Circuit de Spa-Francorchamps,2015
Mercedes,1,Kvyat,Belgian Grand Prix,3,Circuit de Spa-Francorchamps,2016
Mercedes,1,Kvyat,Singapore Grand Prix,3,Marina Bay Street Circuit,2014
Mercedes,1,Kvyat,Singapore Grand Prix,3,Marina Bay Street Circuit,2019
Mercedes,1,Kvyat,Mexican Grand Prix,3,Autódromo Hermanos Rodríguez,2015
Mercedes,1,Kvyat,United States Grand Prix,3,Circuit of the Americas,2014
Red Bull,1,Sainz,Australian Grand Prix,3,Albert Park Grand Prix Circuit,2023
Red Bull,1,Sainz,Australian Grand Prix,3,Albert Park Grand Prix Circuit,2024
Ferrari,1,Sainz,Bahrain Grand Prix,3,Bahrain International Circuit,2022
Mercedes,1,Sainz,Turkish Grand Prix,2,Istanbul Park,2021
Red Bull,1,Sainz,Canadian Grand Prix,1,Circuit Gilles Villeneuve,2022
Red Bull,1,Sainz,British Grand Prix,2,Silverstone Circuit,2022
Red Bull,1,Sainz,British Grand Prix,1,Silverstone Circuit,2024
Mercedes,1,Sainz,Italian Grand Prix,2,Autodromo Nazionale di Monza,2020
Red Bull,1,Sainz,Italian Grand Prix,3,Autodromo Nazionale di Monza,2023
Red Bull,1,Sainz,Singapore Grand Prix,3,Marina Bay Street Circuit,2022
Mercedes,1,Sainz,Chinese Grand Prix,3,Shanghai International Circuit,2015
Red Bull,1,Sainz,São Paulo Grand Prix,3,Autódromo José Carlos Pace,2022
Red Bull,1,Sainz,Japanese Grand Prix,2,Suzuka Circuit,2024
Mercedes,1,Sainz,Styrian Grand Prix,1,Red Bull Ring,2020
Red Bull,1,Sainz,Austrian Grand Prix,2,Red Bull Ring,2021
Red Bull,1,Sainz,French Grand Prix,1,Circuit Paul Ricard,2022
Red Bull,1,Sainz,Abu Dhabi Grand Prix,3,Yas Marina Circuit,2022
Ferrari,1,Sainz,Saudi Arabian Grand Prix,3,Jeddah Corniche Circuit,2022
Ferrari,1,Sainz,Miami Grand Prix,3,Miami International Autodrome,2022
Mercedes,1,Verstappen,Australian Grand Prix,3,Albert Park Grand Prix Circuit,2019
Red Bull,1,Verstappen,Australian Grand Prix,2,Albert Park Grand Prix Circuit,2023
Mercedes,1,Verstappen,Malaysian Grand Prix,2,Sepang International Circuit,2016
Mercedes,1,Verstappen,Bahrain Grand Prix,1,Bahrain International Circuit,2020
Mercedes,1,Verstappen,Bahrain Grand Prix,2,Bahrain International Circuit,2021
Ferrari,1,Verstappen,Bahrain Grand Prix,2,Bahrain International Circuit,2022
Red Bull,1,Verstappen,Bahrain Grand Prix,1,Bahrain International Circuit,2024
Mercedes,1,Verstappen,Spanish Grand Prix,3,Circuit de Barcelona-Catalunya,2019
Mercedes,1,Verstappen,Spanish Grand Prix,1,Circuit de Barcelona-Catalunya,2021
Red Bull,1,Verstappen,Spanish Grand Prix,1,Circuit de Barcelona-Catalunya,2023
Red Bull,1,Verstappen,Spanish Grand Prix,2,Circuit de Barcelona-Catalunya,2024
Mercedes,1,Verstappen,Turkish Grand Prix,3,Istanbul Park,2020
Mercedes,1,Verstappen,Monaco Grand Prix,1,Circuit de Monaco,2018
Mercedes,1,Verstappen,Canadian Grand Prix,1,Circuit Gilles Villeneuve,2018
Mercedes,1,Verstappen,Canadian Grand Prix,3,Circuit Gilles Villeneuve,2019
Red Bull,1,Verstappen,Canadian Grand Prix,2,Circuit Gilles Villeneuve,2022
Red Bull,1,Verstappen,Canadian Grand Prix,3,Circuit Gilles Villeneuve,2023
Mercedes,1,Verstappen,British Grand Prix,2,Silverstone Circuit,2017
Mercedes,1,Verstappen,British Grand Prix,1,Silverstone Circuit,2020
Mercedes,1,Verstappen,70th Anniversary Grand Prix,2,Silverstone Circuit,2020
Red Bull,1,Verstappen,British Grand Prix,1,Silverstone Circuit,2023
Red Bull,1,Verstappen,British Grand Prix,3,Silverstone Circuit,2024
Mercedes,1,Verstappen,German Grand Prix,3,Hockenheimring,2018
Mercedes,1,Verstappen,German Grand Prix,1,Hockenheimring,2019
Mercedes,1,Verstappen,Hungarian Grand Prix,3,Hungaroring,2017
Mercedes,1,Verstappen,Hungarian Grand Prix,1,Hungaroring,2019
Red Bull,1,Verstappen,Hungarian Grand Prix,1,Hungaroring,2023
Red Bull,1,Verstappen,Belgian Grand Prix,1,Circuit de Spa-Francorchamps,2022
Red Bull,1,Verstappen,Belgian Grand Prix,2,Circuit de Spa-Francorchamps,2023
Red Bull,1,Verstappen,Italian Grand Prix,2,Autodromo Nazionale di Monza,2023
Mercedes,1,Verstappen,Chinese Grand Prix,2,Shanghai International Circuit,2018
Red Bull,1,Verstappen,Chinese Grand Prix,2,Shanghai International Circuit,2024
Mercedes,1,Verstappen,Brazilian Grand Prix,1,Autódromo José Carlos Pace,2016
Mercedes,1,Verstappen,Brazilian Grand Prix,1,Autódromo José Carlos Pace,2017
Mercedes,1,Verstappen,Brazilian Grand Prix,2,Autódromo José Carlos Pace,2019
Mercedes,1,Verstappen,São Paulo Grand Prix,3,Autódromo José Carlos Pace,2021
Red Bull,1,Verstappen,São Paulo Grand Prix,2,Autódromo José Carlos Pace,2023
Mercedes,1,Verstappen,Eifel Grand Prix,1,Nürburgring,2020
Mercedes,1,Verstappen,Emilia Romagna Grand Prix,2,Autodromo Enzo e Dino Ferrari,2021
Ferrari,1,Verstappen,Emilia Romagna Grand Prix,1,Autodromo Enzo e Dino Ferrari,2022
Red Bull,1,Verstappen,Japanese Grand Prix,1,Suzuka Circuit,2023
Red Bull,1,Verstappen,Japanese Grand Prix,1,Suzuka Circuit,2024
Mercedes,1,Verstappen,Austrian Grand Prix,1,Red Bull Ring,2019
Mercedes,1,Verstappen,Styrian Grand Prix,2,Red Bull Ring,2020
Red Bull,1,Verstappen,Styrian Grand Prix,3,Red Bull Ring,2021
Red Bull,1,Verstappen,Austrian Grand Prix,1,Red Bull Ring,2021
Red Bull,1,Verstappen,Austrian Grand Prix,1,Red Bull Ring,2022
Red Bull,1,Verstappen,Austrian Grand Prix,1,Red Bull Ring,2023
Red Bull,1,Verstappen,Austrian Grand Prix,2,Red Bull Ring,2024
Mercedes,1,Verstappen,Mexican Grand Prix,2,Autódromo Hermanos Rodríguez,2017
Mercedes,1,Verstappen,Mexican Grand Prix,2,Autódromo Hermanos Rodríguez,2018
Mercedes,1,Verstappen,Mexico City Grand Prix,2,Autódromo Hermanos Rodríguez,2021
Red Bull,1,Verstappen,Mexico City Grand Prix,2,Autódromo Hermanos Rodríguez,2023
Mercedes,1,Verstappen,French Grand Prix,2,Circuit Paul Ricard,2018
Red Bull,1,Verstappen,French Grand Prix,1,Circuit Paul Ricard,2021
Red Bull,1,Verstappen,French Grand Prix,2,Circuit Paul Ricard,2022
Mercedes,1,Verstappen,Dutch Grand Prix,3,Circuit Park Zandvoort,2021
Red Bull,1,Verstappen,Dutch Grand Prix,1,Circuit Park Zandvoort,2022
Red Bull,1,Verstappen,Dutch Grand Prix,2,Circuit Park Zandvoort,2023
Mercedes,1,Verstappen,Abu Dhabi Grand Prix,2,Yas Marina Circuit,2020
Mercedes,1,Verstappen,Abu Dhabi Grand Prix,1,Yas Marina Circuit,2021
Red Bull,1,Verstappen,Abu Dhabi Grand Prix,1,Yas Marina Circuit,2023
Mercedes,1,Verstappen,United States Grand Prix,2,Circuit of the Americas,2018
Mercedes,1,Verstappen,United States Grand Prix,2,Circuit of the Americas,2021
Red Bull,1,Verstappen,United States Grand Prix,2,Circuit of the Americas,2022
Mercedes,1,Verstappen,Russian Grand Prix,3,Sochi Autodrom,2020
Mercedes,1,Verstappen,European Grand Prix,3,Baku City Circuit,2016
Red Bull,1,Verstappen,Azerbaijan Grand Prix,1,Baku City Circuit,2021
Red Bull,1,Verstappen,Azerbaijan Grand Prix,2,Baku City Circuit,2022
Red Bull,1,Verstappen,Azerbaijan Grand Prix,2,Baku City Circuit,2023
Mercedes,1,Verstappen,Portuguese Grand Prix,3,Autódromo Internacional do Algarve,2021
Mercedes,1,Verstappen,Qatar Grand Prix,1,Losail International Circuit,2021
Red Bull,1,Verstappen,Qatar Grand Prix,1,Losail International Circuit,2023
Mercedes,1,Verstappen,Saudi Arabian Grand Prix,3,Jeddah Corniche Circuit,2021
Ferrari,1,Verstappen,Saudi Arabian Grand Prix,2,Jeddah Corniche Circuit,2022
Red Bull,1,Verstappen,Saudi Arabian Grand Prix,1,Jeddah Corniche Circuit,2023
Red Bull,1,Verstappen,Saudi Arabian Grand Prix,3,Jeddah Corniche Circuit,2024
Ferrari,1,Verstappen,Miami Grand Prix,1,Miami International Autodrome,2022
Red Bull,1,Verstappen,Miami Grand Prix,1,Miami International Autodrome,2023
Red Bull,1,Verstappen,Las Vegas Grand Prix,2,Las Vegas Strip Street Circuit,2023
Mercedes,1,Stroll,Monaco Grand Prix,3,Circuit de Monaco,2018
Mercedes,1,Stroll,Hungarian Grand Prix,3,Hungaroring,2020
Mercedes,1,Stroll,Italian Grand Prix,3,Autodromo Nazionale di Monza,2020
Mercedes,1,Stroll,Brazilian Grand Prix,3,Autódromo José Carlos Pace,2017
Red Bull,1,Stroll,Austrian Grand Prix,3,Red Bull Ring,2023
Ferrari,1,Leclerc,Australian Grand Prix,1,Albert Park Grand Prix Circuit,2022
Red Bull,1,Leclerc,Australian Grand Prix,1,Albert Park Grand Prix Circuit,2024
Mercedes,1,Leclerc,Bahrain Grand Prix,1,Bahrain International Circuit,2019
Ferrari,1,Leclerc,Bahrain Grand Prix,1,Bahrain International Circuit,2022
Red Bull,1,Leclerc,Bahrain Grand Prix,2,Bahrain International Circuit,2024
Red Bull,1,Leclerc,Monaco Grand Prix,2,Circuit de Monaco,2023
Mercedes,1,Leclerc,Canadian Grand Prix,2,Circuit Gilles Villeneuve,2019
Red Bull,1,Leclerc,Canadian Grand Prix,3,Circuit Gilles Villeneuve,2022
Red Bull,1,Leclerc,Hungarian Grand Prix,2,Hungaroring,2022
Red Bull,1,Leclerc,Belgian Grand Prix,2,Circuit de Spa-Francorchamps,2022
Red Bull,1,Leclerc,Italian Grand Prix,2,Autodromo Nazionale di Monza,2022
Mercedes,1,Leclerc,Chinese Grand Prix,3,Shanghai International Circuit,2019
Ferrari,1,Leclerc,Emilia Romagna Grand Prix,2,Autodromo Enzo e Dino Ferrari,2022
Mercedes,1,Leclerc,Japanese Grand Prix,2,Suzuka Circuit,2019
Red Bull,1,Leclerc,Japanese Grand Prix,3,Suzuka Circuit,2022
Mercedes,1,Leclerc,Austrian Grand Prix,3,Red Bull Ring,2019
Red Bull,1,Leclerc,Austrian Grand Prix,2,Red Bull Ring,2022
Mercedes,1,Leclerc,Mexican Grand Prix,1,Autódromo Hermanos Rodríguez,2019
Mercedes,1,Leclerc,United States Grand Prix,1,Circuit of the Americas,2019
Mercedes,1,Leclerc,United States Grand Prix,3,Circuit of the Americas,2021
Mercedes,1,Leclerc,Russian Grand Prix,2,Sochi Autodrom,2019
Mercedes,1,Leclerc,Azerbaijan Grand Prix,1,Baku City Circuit,2019
Ferrari,1,Leclerc,Saudi Arabian Grand Prix,1,Jeddah Corniche Circuit,2022
Red Bull,1,Leclerc,Saudi Arabian Grand Prix,1,Jeddah Corniche Circuit,2024
Ferrari,1,Leclerc,Miami Grand Prix,2,Miami International Autodrome,2022
Red Bull,1,Leclerc,Las Vegas Grand Prix,3,Las Vegas Strip Street Circuit,2023
Red Bull,1,Gasly,Bahrain Grand Prix,2,Bahrain International Circuit,2023
Mercedes,1,Gasly,Monaco Grand Prix,1,Circuit de Monaco,2019
Red Bull,1,Gasly,Monaco Grand Prix,3,Circuit de Monaco,2023
Red Bull,1,Gasly,British Grand Prix,3,Silverstone Circuit,2021
Mercedes,1,Gasly,Hungarian Grand Prix,1,Hungaroring,2021
Mercedes,1,Gasly,Belgian Grand Prix,3,Circuit de Spa-Francorchamps,2020
Mercedes,1,Gasly,Chinese Grand Prix,1,Shanghai International Circuit,2019
Mercedes,1,Gasly,Russian Grand Prix,2,Sochi Autodrom,2020
Ferrari,1,Sirotkin,Bahrain Grand Prix,3,Bahrain International Circuit,2018
Red Bull,1,Norris,Australian Grand Prix,2,Albert Park Grand Prix Circuit,2024
Red Bull,1,Norris,Bahrain Grand Prix,3,Bahrain International Circuit,2023
Red Bull,1,Norris,Spanish Grand Prix,1,Circuit de Barcelona-Catalunya,2024
Mercedes,1,Norris,Turkish Grand Prix,1,Istanbul Park,2020
Mercedes,1,Norris,Turkish Grand Prix,3,Istanbul Park,2021
Red Bull,1,Norris,Monaco Grand Prix,1,Circuit de Monaco,2022
Red Bull,1,Norris,Canadian Grand Prix,3,Circuit Gilles Villeneuve,2024
Red Bull,1,Norris,British Grand Prix,2,Silverstone Circuit,2023
Mercedes,1,Norris,Italian Grand Prix,3,Autodromo Nazionale di Monza,2021
Red Bull,1,Norris,São Paulo Grand Prix,1,Autódromo José Carlos Pace,2023
Mercedes,1,Norris,Emilia Romagna Grand Prix,3,Autodromo Enzo e Dino Ferrari,2021
Red Bull,1,Norris,Japanese Grand Prix,2,Suzuka Circuit,2023
Mercedes,1,Norris,Austrian Grand Prix,1,Red Bull Ring,2020
Red Bull,1,Norris,Austrian Grand Prix,3,Red Bull Ring,2024
Red Bull,1,Norris,Mexico City Grand Prix,3,Autódromo Hermanos Rodríguez,2023
Red Bull,1,Norris,Abu Dhabi Grand Prix,1,Yas Marina Circuit,2022
Mercedes,1,Norris,Russian Grand Prix,1,Sochi Autodrom,2021
Mercedes,1,Norris,Portuguese Grand Prix,3,Autódromo Internacional do Algarve,2020
Red Bull,1,Norris,Qatar Grand Prix,2,Losail International Circuit,2023
Mercedes,1,Albon,Monaco Grand Prix,3,Circuit de Monaco,2019
Mercedes,1,Albon,British Grand Prix,2,Silverstone Circuit,2020
Mercedes,1,Albon,70th Anniversary Grand Prix,3,Silverstone Circuit,2020
Red Bull,1,Albon,Belgian Grand Prix,3,Circuit de Spa-Francorchamps,2023
Mercedes,1,Albon,Emilia Romagna Grand Prix,3,Autodromo Enzo e Dino Ferrari,2020
Mercedes,1,Albon,Mexican Grand Prix,2,Autódromo Hermanos Rodríguez,2019
Red Bull,1,Albon,Abu Dhabi Grand Prix,3,Yas Marina Circuit,2023
Mercedes,1,Albon,United States Grand Prix,3,Circuit of the Americas,2019
Mercedes,1,Albon,Tuscan Grand Prix,3,Autodromo Internazionale del Mugello,2020
Red Bull,1,Albon,Miami Grand Prix,2,Miami International Autodrome,2024
Mercedes,1,Russell,Sakhir Grand Prix,1,Bahrain International Circuit,2020
Red Bull,1,Russell,Spanish Grand Prix,3,Circuit de Barcelona-Catalunya,2022
Red Bull,1,Russell,Canadian Grand Prix,2,Circuit Gilles Villeneuve,2024
Mercedes,1,Russell,German Grand Prix,3,Hockenheimring,2019
Red Bull,1,Russell,Hungarian Grand Prix,3,Hungaroring,2023
Red Bull,1,Russell,Singapore Grand Prix,1,Marina Bay Street Circuit,2022
Red Bull,1,Russell,Singapore Grand Prix,2,Marina Bay Street Circuit,2023
Red Bull,1,Russell,São Paulo Grand Prix,1,Autódromo José Carlos Pace,2022
Red Bull,1,Russell,Emilia Romagna Grand Prix,1,Autodromo Enzo e Dino Ferrari,2024
Red Bull,1,Russell,Mexico City Grand Prix,1,Autódromo Hermanos Rodríguez,2022
Red Bull,1,Russell,French Grand Prix,3,Circuit Paul Ricard,2022
Red Bull,1,Russell,Dutch Grand Prix,2,Circuit Park Zandvoort,2022
Red Bull,1,Russell,Abu Dhabi Grand Prix,2,Yas Marina Circuit,2022
Red Bull,1,Russell,United States Grand Prix,1,Circuit of the Americas,2022
Red Bull,1,Russell,United States Grand Prix,3,Circuit of the Americas,2023
Red Bull,1,Russell,Azerbaijan Grand Prix,1,Baku City Circuit,2023
Red Bull,1,Zhou,Bahrain Grand Prix,1,Bahrain International Circuit,2023
Red Bull,1,Zhou,Chinese Grand Prix,3,Shanghai International Circuit,2024
Red Bull,1,Zhou,Japanese Grand Prix,1,Suzuka Circuit,2022
Red Bull,1,Tsunoda,Monaco Grand Prix,2,Circuit de Monaco,2021
Red Bull,1,Tsunoda,Monaco Grand Prix,2,Circuit de Monaco,2022
Red Bull,1,Tsunoda,United States Grand Prix,1,Circuit of the Americas,2023
Red Bull,1,Piastri,British Grand Prix,2,Silverstone Circuit,2024
Red Bull,1,Piastri,Italian Grand Prix,1,Autodromo Nazionale di Monza,2023
Red Bull,1,Piastri,Qatar Grand Prix,3,Losail International Circuit,2023
Red Bull,1,Piastri,Miami Grand Prix,1,Miami International Autodrome,2024
Red Bull,1,Piastri,Las Vegas Grand Prix,1,Las Vegas Strip Street Circuit,2023
